sample	tb_group	mode	pct	clade_reads	taxon_reads	rank_code	taxid	name
SRR28476473	pos	relaxed	NA	107	107	S	269660	Methylobacterium brachiatum
SRR28476473	pos	relaxed	NA	81	81	S	2051553	Methylobacterium currus
SRR28476473	pos	relaxed	NA	18	0	S	39956	Methylobacterium mesophilicum
SRR28476473	pos	relaxed	NA	13	0	S	114616	Methylobacterium nodulans
SRR28476475	pos	relaxed	NA	168660	168215	S	1747	Cutibacterium acnes
SRR28476475	pos	relaxed	NA	4899	4899	S	33011	Cutibacterium granulosum
SRR28476475	pos	relaxed	NA	1457	1457	S	2559073	Cutibacterium modestum
SRR28476475	pos	relaxed	NA	255	254	S	33010	Cutibacterium avidum
SRR28476475	pos	relaxed	NA	43	43	S	3016342	Cutibacterium equinum
SRR28476475	pos	relaxed	NA	330	330	S	546874	Microlunatus sagamiharensis
SRR28476475	pos	relaxed	NA	22	0	S	29405	Microlunatus phosphovorus
SRR28476475	pos	relaxed	NA	18	18	S	2596828	Microlunatus elymi
SRR28476475	pos	relaxed	NA	16	16	S	630515	Microlunatus soli
SRR28476475	pos	relaxed	NA	1	1	S	2672569	Microlunatus sp. Gsoil 973
SRR28476475	pos	relaxed	NA	192	192	S	1750	Arachnia propionica
SRR28476475	pos	relaxed	NA	20	20	S	1547448	Arachnia rubra
SRR28476475	pos	relaxed	NA	87	87	S	1610493	Tessaracoccus flavus
SRR28476475	pos	relaxed	NA	14	14	S	2161816	Tessaracoccus timonensis
SRR28476475	pos	relaxed	NA	13	13	S	1285901	Tessaracoccus defluvii
SRR28476475	pos	relaxed	NA	3	3	S	399497	Tessaracoccus flavescens
SRR28476475	pos	relaxed	NA	3	3	S	1332264	Tessaracoccus aquimaris
SRR28476475	pos	relaxed	NA	1	1	S	2760310	Tessaracoccus sp. MC1865
SRR28476475	pos	relaxed	NA	1	1	S	3041766	Tessaracoccus sp. T21
SRR28476475	pos	relaxed	NA	53	53	S	119981	Propionibacterium australiense
SRR28476476	pos	relaxed	NA	66893	66685	S	1747	Cutibacterium acnes
SRR28476476	pos	relaxed	NA	1761	1761	S	33011	Cutibacterium granulosum
SRR28476476	pos	relaxed	NA	598	598	S	2559073	Cutibacterium modestum
SRR28476476	pos	relaxed	NA	103	103	S	33010	Cutibacterium avidum
SRR28476476	pos	relaxed	NA	26	26	S	3016342	Cutibacterium equinum
SRR28476476	pos	relaxed	NA	154	154	S	2775081	Propioniciclava soli
SRR28476476	pos	relaxed	NA	33	33	S	2760308	Propioniciclava sp. MC1595
SRR28476476	pos	relaxed	NA	3	3	S	2714937	Propioniciclava coleopterorum
SRR28476476	pos	relaxed	NA	67	67	S	1610493	Tessaracoccus flavus
SRR28476476	pos	relaxed	NA	29	29	S	2161816	Tessaracoccus timonensis
SRR28476476	pos	relaxed	NA	9	9	S	2760310	Tessaracoccus sp. MC1865
SRR28476476	pos	relaxed	NA	5	5	S	399497	Tessaracoccus flavescens
SRR28476476	pos	relaxed	NA	2	2	S	1285901	Tessaracoccus defluvii
SRR28476476	pos	relaxed	NA	55	55	S	546874	Microlunatus sagamiharensis
SRR28476476	pos	relaxed	NA	19	19	S	2596828	Microlunatus elymi
SRR28476476	pos	relaxed	NA	9	9	S	630515	Microlunatus soli
SRR28476476	pos	relaxed	NA	4	0	S	29405	Microlunatus phosphovorus
SRR28476476	pos	relaxed	NA	82	82	S	1750	Arachnia propionica
SRR28476476	pos	relaxed	NA	1	1	S	1547448	Arachnia rubra
SRR28476476	pos	relaxed	NA	49	49	S	1744	Propionibacterium freudenreichii
SRR28476482	pos	relaxed	NA	896937	896937	S	9606	Homo sapiens
SRR28476482	pos	relaxed	NA	1	1	S	5763	Naegleria fowleri
SRR28476482	pos	relaxed	NA	245	245	S	739141	Methylobacterium sp. XJLW
SRR28476482	pos	relaxed	NA	202	202	S	2984843	Methylobacterium sp. FF17
SRR28476482	pos	relaxed	NA	41	41	S	2603276	Methylobacterium sp. WL1
SRR28476482	pos	relaxed	NA	6	6	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476482	pos	relaxed	NA	203	8	S	31998	Methylobacterium radiotolerans
SRR28476482	pos	relaxed	NA	124	124	S	410	Methylobacterium organophilum
SRR28476482	pos	relaxed	NA	66	66	S	2202825	Methylobacterium durans
SRR28476482	pos	relaxed	NA	53	53	S	2202828	Methylobacterium radiodurans
SRR28476482	pos	relaxed	NA	51	51	S	570505	Methylobacterium bullatum
SRR28476482	pos	relaxed	NA	49	4	S	334852	Methylobacterium oryzae
SRR28476482	pos	relaxed	NA	43	43	S	374432	Methylobacterium tardum
SRR28476482	pos	relaxed	NA	33	33	S	107400	Methylobacterium fujisawaense
SRR28476482	pos	relaxed	NA	10	10	S	269660	Methylobacterium brachiatum
SRR28476482	pos	relaxed	NA	10	10	S	270351	Methylobacterium aquaticum
SRR28476482	pos	relaxed	NA	10	10	S	2051553	Methylobacterium currus
SRR28476482	pos	relaxed	NA	8	8	S	418223	Methylobacterium phyllosphaerae
SRR28476482	pos	relaxed	NA	6	0	S	114616	Methylobacterium nodulans
SRR28476482	pos	relaxed	NA	6	6	S	2202827	Methylobacterium terrae
SRR28476484	pos	relaxed	NA	2017	2017	S	2984843	Methylobacterium sp. FF17
SRR28476484	pos	relaxed	NA	1181	1181	S	739141	Methylobacterium sp. XJLW
SRR28476484	pos	relaxed	NA	116	116	S	2603276	Methylobacterium sp. WL1
SRR28476484	pos	relaxed	NA	17	17	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476484	pos	relaxed	NA	16	16	S	925818	Methylobacterium sp. AMS5
SRR28476484	pos	relaxed	NA	16	16	S	2894310	Methylobacterium sp. NMS14P
SRR28476484	pos	relaxed	NA	12	12	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476484	pos	relaxed	NA	7	7	S	2718876	Methylobacterium sp. SyP6R
SRR28476484	pos	relaxed	NA	6	6	S	1479019	Methylobacterium sp. C1
SRR28476484	pos	relaxed	NA	1	1	S	3138063	Methylobacterium sp. CB376
SRR28476484	pos	relaxed	NA	1012	1012	S	410	Methylobacterium organophilum
SRR28476484	pos	relaxed	NA	810	6	S	31998	Methylobacterium radiotolerans
SRR28476484	pos	relaxed	NA	341	341	S	107400	Methylobacterium fujisawaense
SRR28476484	pos	relaxed	NA	306	306	S	570505	Methylobacterium bullatum
SRR28476484	pos	relaxed	NA	295	295	S	2202825	Methylobacterium durans
SRR28476484	pos	relaxed	NA	271	271	S	2202828	Methylobacterium radiodurans
SRR28476484	pos	relaxed	NA	192	10	S	334852	Methylobacterium oryzae
SRR28476484	pos	relaxed	NA	180	180	S	374432	Methylobacterium tardum
SRR28476484	pos	relaxed	NA	157	157	S	269660	Methylobacterium brachiatum
SRR28476484	pos	relaxed	NA	32	32	S	2202827	Methylobacterium terrae
SRR28476486	pos	relaxed	NA	1977	1977	S	2984843	Methylobacterium sp. FF17
SRR28476486	pos	relaxed	NA	1077	1077	S	739141	Methylobacterium sp. XJLW
SRR28476486	pos	relaxed	NA	105	105	S	2603276	Methylobacterium sp. WL1
SRR28476486	pos	relaxed	NA	11	11	S	2894310	Methylobacterium sp. NMS14P
SRR28476486	pos	relaxed	NA	7	7	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476486	pos	relaxed	NA	1	1	S	925818	Methylobacterium sp. AMS5
SRR28476486	pos	relaxed	NA	1190	1190	S	410	Methylobacterium organophilum
SRR28476486	pos	relaxed	NA	695	0	S	31998	Methylobacterium radiotolerans
SRR28476486	pos	relaxed	NA	548	548	S	2202825	Methylobacterium durans
SRR28476486	pos	relaxed	NA	397	0	S	114616	Methylobacterium nodulans
SRR28476486	pos	relaxed	NA	370	370	S	2202828	Methylobacterium radiodurans
SRR28476486	pos	relaxed	NA	343	343	S	2051553	Methylobacterium currus
SRR28476486	pos	relaxed	NA	258	258	S	570505	Methylobacterium bullatum
SRR28476486	pos	relaxed	NA	155	155	S	107400	Methylobacterium fujisawaense
SRR28476486	pos	relaxed	NA	125	0	S	334852	Methylobacterium oryzae
SRR28476486	pos	relaxed	NA	122	122	S	374432	Methylobacterium tardum
SRR28476486	pos	relaxed	NA	117	117	S	269660	Methylobacterium brachiatum
SRR28476486	pos	relaxed	NA	50	50	S	2202827	Methylobacterium terrae
SRR28476486	pos	relaxed	NA	21	21	S	270351	Methylobacterium aquaticum
SRR28476486	pos	relaxed	NA	13	0	S	39956	Methylobacterium mesophilicum
SRR28476487	pos	relaxed	NA	34045	33918	S	1747	Cutibacterium acnes
SRR28476487	pos	relaxed	NA	1153	1153	S	33011	Cutibacterium granulosum
SRR28476487	pos	relaxed	NA	193	193	S	33010	Cutibacterium avidum
SRR28476487	pos	relaxed	NA	64	64	S	2559073	Cutibacterium modestum
SRR28476487	pos	relaxed	NA	5	5	S	3016342	Cutibacterium equinum
SRR28476487	pos	relaxed	NA	65	65	S	1610493	Tessaracoccus flavus
SRR28476487	pos	relaxed	NA	16	16	S	2760310	Tessaracoccus sp. MC1865
SRR28476487	pos	relaxed	NA	11	11	S	2161816	Tessaracoccus timonensis
SRR28476487	pos	relaxed	NA	5	5	S	399497	Tessaracoccus flavescens
SRR28476487	pos	relaxed	NA	22	22	S	546874	Microlunatus sagamiharensis
SRR28476487	pos	relaxed	NA	7	7	S	630515	Microlunatus soli
SRR28476487	pos	relaxed	NA	1	1	S	2596828	Microlunatus elymi
SRR28476487	pos	relaxed	NA	29	29	S	119981	Propionibacterium australiense
SRR28476487	pos	relaxed	NA	15	15	S	1744	Propionibacterium freudenreichii
SRR28476487	pos	relaxed	NA	14	14	S	556499	Propionibacterium acidifaciens
SRR28476487	pos	relaxed	NA	30	30	S	1750	Arachnia propionica
SRR28476487	pos	relaxed	NA	7	7	S	1547448	Arachnia rubra
SRR28476487	pos	relaxed	NA	16	16	S	2057246	Acidipropionibacterium virtanenii
SRR28476487	pos	relaxed	NA	10	10	S	1748	Acidipropionibacterium acidipropionici
SRR28476487	pos	relaxed	NA	6	6	S	1749	Acidipropionibacterium jensenii
SRR28476489	pos	relaxed	NA	1978	1978	S	739141	Methylobacterium sp. XJLW
SRR28476489	pos	relaxed	NA	1605	1605	S	2984843	Methylobacterium sp. FF17
SRR28476489	pos	relaxed	NA	247	247	S	925818	Methylobacterium sp. AMS5
SRR28476489	pos	relaxed	NA	103	103	S	2603276	Methylobacterium sp. WL1
SRR28476489	pos	relaxed	NA	23	23	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476489	pos	relaxed	NA	23	23	S	2894310	Methylobacterium sp. NMS14P
SRR28476489	pos	relaxed	NA	19	19	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476489	pos	relaxed	NA	2	2	S	2718876	Methylobacterium sp. SyP6R
SRR28476489	pos	relaxed	NA	1	1	S	1479019	Methylobacterium sp. C1
SRR28476489	pos	relaxed	NA	1246	0	S	31998	Methylobacterium radiotolerans
SRR28476489	pos	relaxed	NA	1047	1047	S	410	Methylobacterium organophilum
SRR28476489	pos	relaxed	NA	697	697	S	570505	Methylobacterium bullatum
SRR28476489	pos	relaxed	NA	622	622	S	2202825	Methylobacterium durans
SRR28476489	pos	relaxed	NA	485	485	S	107400	Methylobacterium fujisawaense
SRR28476489	pos	relaxed	NA	415	415	S	269660	Methylobacterium brachiatum
SRR28476489	pos	relaxed	NA	345	345	S	2202828	Methylobacterium radiodurans
SRR28476489	pos	relaxed	NA	322	16	S	334852	Methylobacterium oryzae
SRR28476489	pos	relaxed	NA	270	270	S	374432	Methylobacterium tardum
SRR28476489	pos	relaxed	NA	81	0	S	114616	Methylobacterium nodulans
SRR28476489	pos	relaxed	NA	59	59	S	418223	Methylobacterium phyllosphaerae
SRR28476492	pos	relaxed	NA	2986	1130	S	28450	Burkholderia pseudomallei
SRR28476492	pos	relaxed	NA	1475	312	S	57975	Burkholderia thailandensis
SRR28476492	pos	relaxed	NA	520	517	S	13373	Burkholderia mallei
SRR28476492	pos	relaxed	NA	101	101	S	1385591	Burkholderia mayonis
SRR28476492	pos	relaxed	NA	78	78	S	342113	Burkholderia oklahomensis
SRR28476492	pos	relaxed	NA	39	39	S	1503053	Burkholderia singularis
SRR28476492	pos	relaxed	NA	1	1	S	430531	Burkholderia humptydooensis
SRR28476492	pos	relaxed	NA	1	1	S	1637837	Burkholderia savannae
SRR28476492	pos	relaxed	NA	1295	1295	S	87883	Burkholderia multivorans
SRR28476492	pos	relaxed	NA	772	772	S	60552	Burkholderia vietnamiensis
SRR28476492	pos	relaxed	NA	608	549	S	95486	Burkholderia cenocepacia
SRR28476492	pos	relaxed	NA	522	522	S	152480	Burkholderia ambifaria
SRR28476492	pos	relaxed	NA	323	125	S	292	Burkholderia cepacia
SRR28476492	pos	relaxed	NA	187	187	S	488732	Burkholderia diffusa
SRR28476492	pos	relaxed	NA	182	111	S	101571	Burkholderia ubonensis
SRR28476492	pos	relaxed	NA	110	110	S	60550	Burkholderia pyrrocinia
SRR28476492	pos	relaxed	NA	86	86	S	482957	Burkholderia lata
SRR28476492	pos	relaxed	NA	83	83	S	488447	Burkholderia contaminans
SRR28476492	pos	relaxed	NA	51	51	S	1503054	Burkholderia stagnalis
SRR28476492	pos	relaxed	NA	45	45	S	95485	Burkholderia stabilis
SRR28476493	pos	relaxed	NA	177279	176808	S	1747	Cutibacterium acnes
SRR28476493	pos	relaxed	NA	2160	2160	S	33011	Cutibacterium granulosum
SRR28476493	pos	relaxed	NA	345	345	S	2559073	Cutibacterium modestum
SRR28476493	pos	relaxed	NA	94	94	S	33010	Cutibacterium avidum
SRR28476493	pos	relaxed	NA	84	84	S	3016342	Cutibacterium equinum
SRR28476493	pos	relaxed	NA	470	470	S	556499	Propionibacterium acidifaciens
SRR28476493	pos	relaxed	NA	44	44	S	119981	Propionibacterium australiense
SRR28476493	pos	relaxed	NA	12	12	S	1744	Propionibacterium freudenreichii
SRR28476493	pos	relaxed	NA	323	323	S	1750	Arachnia propionica
SRR28476493	pos	relaxed	NA	3	3	S	1547448	Arachnia rubra
SRR28476493	pos	relaxed	NA	77	0	S	29405	Microlunatus phosphovorus
SRR28476493	pos	relaxed	NA	68	68	S	2596828	Microlunatus elymi
SRR28476493	pos	relaxed	NA	52	52	S	546874	Microlunatus sagamiharensis
SRR28476493	pos	relaxed	NA	38	38	S	630515	Microlunatus soli
SRR28476493	pos	relaxed	NA	1	1	S	2672569	Microlunatus sp. Gsoil 973
SRR28476493	pos	relaxed	NA	157	157	S	2775081	Propioniciclava soli
SRR28476493	pos	relaxed	NA	9	9	S	2760308	Propioniciclava sp. MC1595
SRR28476493	pos	relaxed	NA	6	6	S	2714937	Propioniciclava coleopterorum
SRR28476493	pos	relaxed	NA	24	24	S	2161816	Tessaracoccus timonensis
SRR28476493	pos	relaxed	NA	21	21	S	1610493	Tessaracoccus flavus
SRR28476496	pos	relaxed	NA	2508	955	S	28450	Burkholderia pseudomallei
SRR28476496	pos	relaxed	NA	1141	201	S	57975	Burkholderia thailandensis
SRR28476496	pos	relaxed	NA	389	384	S	13373	Burkholderia mallei
SRR28476496	pos	relaxed	NA	88	88	S	1385591	Burkholderia mayonis
SRR28476496	pos	relaxed	NA	45	45	S	342113	Burkholderia oklahomensis
SRR28476496	pos	relaxed	NA	19	19	S	1503053	Burkholderia singularis
SRR28476496	pos	relaxed	NA	4	4	S	1637837	Burkholderia savannae
SRR28476496	pos	relaxed	NA	955	955	S	87883	Burkholderia multivorans
SRR28476496	pos	relaxed	NA	608	608	S	60552	Burkholderia vietnamiensis
SRR28476496	pos	relaxed	NA	485	485	S	152480	Burkholderia ambifaria
SRR28476496	pos	relaxed	NA	432	400	S	95486	Burkholderia cenocepacia
SRR28476496	pos	relaxed	NA	237	102	S	292	Burkholderia cepacia
SRR28476496	pos	relaxed	NA	165	75	S	101571	Burkholderia ubonensis
SRR28476496	pos	relaxed	NA	113	113	S	488732	Burkholderia diffusa
SRR28476496	pos	relaxed	NA	83	83	S	60550	Burkholderia pyrrocinia
SRR28476496	pos	relaxed	NA	67	67	S	482957	Burkholderia lata
SRR28476496	pos	relaxed	NA	66	66	S	1503054	Burkholderia stagnalis
SRR28476496	pos	relaxed	NA	52	52	S	179879	Burkholderia anthina
SRR28476496	pos	relaxed	NA	45	45	S	1207504	Burkholderia pseudomultivorans
SRR28476496	pos	relaxed	NA	40	40	S	95485	Burkholderia stabilis
SRR28476499	pos	relaxed	NA	6090	6090	S	87883	Burkholderia multivorans
SRR28476499	pos	relaxed	NA	2616	2616	S	60552	Burkholderia vietnamiensis
SRR28476499	pos	relaxed	NA	1714	1714	S	152480	Burkholderia ambifaria
SRR28476499	pos	relaxed	NA	1506	1314	S	95486	Burkholderia cenocepacia
SRR28476499	pos	relaxed	NA	958	401	S	292	Burkholderia cepacia
SRR28476499	pos	relaxed	NA	898	573	S	101571	Burkholderia ubonensis
SRR28476499	pos	relaxed	NA	611	611	S	488732	Burkholderia diffusa
SRR28476499	pos	relaxed	NA	412	412	S	1503054	Burkholderia stagnalis
SRR28476499	pos	relaxed	NA	318	318	S	60550	Burkholderia pyrrocinia
SRR28476499	pos	relaxed	NA	232	232	S	1207504	Burkholderia pseudomultivorans
SRR28476499	pos	relaxed	NA	229	229	S	95485	Burkholderia stabilis
SRR28476499	pos	relaxed	NA	202	202	S	488447	Burkholderia contaminans
SRR28476499	pos	relaxed	NA	186	186	S	488446	Burkholderia latens
SRR28476499	pos	relaxed	NA	171	171	S	482957	Burkholderia lata
SRR28476499	pos	relaxed	NA	157	157	S	179879	Burkholderia anthina
SRR28476499	pos	relaxed	NA	136	136	S	1503055	Burkholderia territorii
SRR28476499	pos	relaxed	NA	114	114	S	152500	Burkholderia dolosa
SRR28476499	pos	relaxed	NA	88	88	S	488729	Burkholderia metallica
SRR28476499	pos	relaxed	NA	46	46	S	488731	Burkholderia seminalis
SRR28476499	pos	relaxed	NA	28	28	S	488730	Burkholderia arboris
SRR28476500	pos	relaxed	NA	799	799	S	2984843	Methylobacterium sp. FF17
SRR28476500	pos	relaxed	NA	597	597	S	739141	Methylobacterium sp. XJLW
SRR28476500	pos	relaxed	NA	52	52	S	2603276	Methylobacterium sp. WL1
SRR28476500	pos	relaxed	NA	33	33	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476500	pos	relaxed	NA	13	13	S	925818	Methylobacterium sp. AMS5
SRR28476500	pos	relaxed	NA	3	3	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476500	pos	relaxed	NA	2	2	S	1479019	Methylobacterium sp. C1
SRR28476500	pos	relaxed	NA	1	1	S	2894310	Methylobacterium sp. NMS14P
SRR28476500	pos	relaxed	NA	396	396	S	410	Methylobacterium organophilum
SRR28476500	pos	relaxed	NA	338	4	S	31998	Methylobacterium radiotolerans
SRR28476500	pos	relaxed	NA	201	201	S	2202825	Methylobacterium durans
SRR28476500	pos	relaxed	NA	138	138	S	107400	Methylobacterium fujisawaense
SRR28476500	pos	relaxed	NA	119	119	S	2202828	Methylobacterium radiodurans
SRR28476500	pos	relaxed	NA	93	0	S	334852	Methylobacterium oryzae
SRR28476500	pos	relaxed	NA	75	75	S	269660	Methylobacterium brachiatum
SRR28476500	pos	relaxed	NA	70	70	S	570505	Methylobacterium bullatum
SRR28476500	pos	relaxed	NA	60	60	S	374432	Methylobacterium tardum
SRR28476500	pos	relaxed	NA	37	37	S	270351	Methylobacterium aquaticum
SRR28476500	pos	relaxed	NA	30	30	S	418223	Methylobacterium phyllosphaerae
SRR28476500	pos	relaxed	NA	26	0	S	114616	Methylobacterium nodulans
SRR28476505	pos	relaxed	NA	638605	638605	S	29442	Pseudomonas tolaasii
SRR28476505	pos	relaxed	NA	226	208	S	294	Pseudomonas fluorescens
SRR28476505	pos	relaxed	NA	24	24	S	76760	Pseudomonas rhodesiae
SRR28476505	pos	relaxed	NA	6	6	S	198620	Pseudomonas koreensis
SRR28476505	pos	relaxed	NA	5	5	S	76761	Pseudomonas veronii
SRR28476505	pos	relaxed	NA	3	3	S	200451	Pseudomonas poae
SRR28476505	pos	relaxed	NA	2	2	S	298	Pseudomonas marginalis
SRR28476505	pos	relaxed	NA	2	2	S	46679	Pseudomonas mucidolens
SRR28476505	pos	relaxed	NA	1	1	S	47878	Pseudomonas azotoformans
SRR28476505	pos	relaxed	NA	5797	5797	S	2892442	Pseudomonas sp. CIP-10
SRR28476505	pos	relaxed	NA	156	156	S	2986927	Pseudomonas sp. BT-42-2
SRR28476505	pos	relaxed	NA	76	76	S	2954088	Pseudomonas sp. FP2262
SRR28476505	pos	relaxed	NA	69	69	S	2954094	Pseudomonas sp. FP453
SRR28476505	pos	relaxed	NA	37	37	S	2954099	Pseudomonas sp. FP818
SRR28476505	pos	relaxed	NA	35	35	S	2479392	Pseudomonas sp. LTJR-52
SRR28476505	pos	relaxed	NA	32	32	S	2895474	Pseudomonas sp. B21-017
SRR28476505	pos	relaxed	NA	19	19	S	2559074	Pseudomonas sp. S150
SRR28476505	pos	relaxed	NA	16	16	S	1207075	Pseudomonas sp. UW4
SRR28476505	pos	relaxed	NA	13	13	S	2861799	Pseudomonas sp. Colony2
SRR28476505	pos	relaxed	NA	13	13	S	2678260	Pseudomonas sp. Ost2
SRR28476508	pos	relaxed	NA	15206	15206	S	34062	Moraxella osloensis
SRR28476508	pos	relaxed	NA	472	472	S	90239	Moraxella canis
SRR28476508	pos	relaxed	NA	170	170	S	29433	Moraxella ovis
SRR28476508	pos	relaxed	NA	99	99	S	3076087	Moraxella sp. DOX410
SRR28476508	pos	relaxed	NA	80	80	S	476	Moraxella bovis
SRR28476508	pos	relaxed	NA	75	75	S	90241	Moraxella lincolnii
SRR28476508	pos	relaxed	NA	29	29	S	478	Moraxella nonliquefaciens
SRR28476508	pos	relaxed	NA	19	19	S	480	Moraxella catarrhalis
SRR28476508	pos	relaxed	NA	6	6	S	2904122	Moraxella nasicaprae
SRR28476508	pos	relaxed	NA	3	3	S	2904121	Moraxella nasovis
SRR28476508	pos	relaxed	NA	1	1	S	386891	Moraxella bovoculi
SRR28476508	pos	relaxed	NA	1	1	S	2904119	Moraxella haemolytica
SRR28476508	pos	relaxed	NA	9601	9601	S	3064892	Psychrobacter sp. van23A
SRR28476508	pos	relaxed	NA	2817	2817	S	1720344	Psychrobacter sp. AntiMn-1
SRR28476508	pos	relaxed	NA	216	216	S	3043330	Psychrobacter sp. WB2
SRR28476508	pos	relaxed	NA	67	67	S	1415574	Psychrobacter sp. LV10R520-6
SRR28476508	pos	relaxed	NA	59	59	S	2517899	Psychrobacter sp. KH172YL61
SRR28476508	pos	relaxed	NA	53	53	S	2733866	Psychrobacter sp. KCTC 72983
SRR28476508	pos	relaxed	NA	52	52	S	3067275	Psychrobacter sp. M13
SRR28476508	pos	relaxed	NA	46	46	S	2983299	Psychrobacter sp. SC65A.3
SRR28476510	pos	relaxed	NA	7563	7563	S	3064892	Psychrobacter sp. van23A
SRR28476510	pos	relaxed	NA	2372	2372	S	1720344	Psychrobacter sp. AntiMn-1
SRR28476510	pos	relaxed	NA	274	274	S	3043330	Psychrobacter sp. WB2
SRR28476510	pos	relaxed	NA	27	27	S	2517899	Psychrobacter sp. KH172YL61
SRR28476510	pos	relaxed	NA	22	22	S	1028416	Psychrobacter sp. DAB_AL43B
SRR28476510	pos	relaxed	NA	15	15	S	2708350	Psychrobacter sp. WY6
SRR28476510	pos	relaxed	NA	11	11	S	2772254	Psychrobacter sp. 28M-43
SRR28476510	pos	relaxed	NA	7	7	S	2733866	Psychrobacter sp. KCTC 72983
SRR28476510	pos	relaxed	NA	6	6	S	1415574	Psychrobacter sp. LV10R520-6
SRR28476510	pos	relaxed	NA	1	1	S	571800	Psychrobacter sp. G
SRR28476510	pos	relaxed	NA	21	21	S	256326	Psychrobacter arenosus
SRR28476510	pos	relaxed	NA	12	12	S	861445	Psychrobacter sanguinis
SRR28476510	pos	relaxed	NA	2	2	S	45610	Psychrobacter urativorans
SRR28476510	pos	relaxed	NA	1578	1578	S	34062	Moraxella osloensis
SRR28476510	pos	relaxed	NA	305	305	S	90239	Moraxella canis
SRR28476510	pos	relaxed	NA	70	70	S	478	Moraxella nonliquefaciens
SRR28476510	pos	relaxed	NA	28	28	S	3076087	Moraxella sp. DOX410
SRR28476510	pos	relaxed	NA	25	25	S	90241	Moraxella lincolnii
SRR28476510	pos	relaxed	NA	13	13	S	476	Moraxella bovis
SRR28476510	pos	relaxed	NA	6	6	S	480	Moraxella catarrhalis
SRR28476511	pos	relaxed	NA	2553	2553	S	739141	Methylobacterium sp. XJLW
SRR28476511	pos	relaxed	NA	1629	1629	S	2984843	Methylobacterium sp. FF17
SRR28476511	pos	relaxed	NA	255	255	S	2603276	Methylobacterium sp. WL1
SRR28476511	pos	relaxed	NA	71	71	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476511	pos	relaxed	NA	35	35	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476511	pos	relaxed	NA	10	10	S	925818	Methylobacterium sp. AMS5
SRR28476511	pos	relaxed	NA	6	6	S	2894310	Methylobacterium sp. NMS14P
SRR28476511	pos	relaxed	NA	5	5	S	3138063	Methylobacterium sp. CB376
SRR28476511	pos	relaxed	NA	1357	1357	S	410	Methylobacterium organophilum
SRR28476511	pos	relaxed	NA	1253	3	S	31998	Methylobacterium radiotolerans
SRR28476511	pos	relaxed	NA	582	582	S	107400	Methylobacterium fujisawaense
SRR28476511	pos	relaxed	NA	573	573	S	2202825	Methylobacterium durans
SRR28476511	pos	relaxed	NA	511	511	S	374432	Methylobacterium tardum
SRR28476511	pos	relaxed	NA	421	421	S	570505	Methylobacterium bullatum
SRR28476511	pos	relaxed	NA	378	378	S	269660	Methylobacterium brachiatum
SRR28476511	pos	relaxed	NA	353	353	S	2202828	Methylobacterium radiodurans
SRR28476511	pos	relaxed	NA	302	12	S	334852	Methylobacterium oryzae
SRR28476511	pos	relaxed	NA	83	83	S	2051553	Methylobacterium currus
SRR28476511	pos	relaxed	NA	71	71	S	418223	Methylobacterium phyllosphaerae
SRR28476511	pos	relaxed	NA	62	62	S	270351	Methylobacterium aquaticum
SRR28476459	neg	strict	NA	8122	8120	S	87883	Burkholderia multivorans
SRR28476459	neg	strict	NA	1807	780	S	292	Burkholderia cepacia
SRR28476459	neg	strict	NA	1405	1405	S	152480	Burkholderia ambifaria
SRR28476459	neg	strict	NA	1020	804	S	95486	Burkholderia cenocepacia
SRR28476459	neg	strict	NA	881	881	S	60552	Burkholderia vietnamiensis
SRR28476459	neg	strict	NA	606	606	S	60550	Burkholderia pyrrocinia
SRR28476459	neg	strict	NA	407	407	S	482957	Burkholderia lata
SRR28476459	neg	strict	NA	318	195	S	101571	Burkholderia ubonensis
SRR28476459	neg	strict	NA	283	283	S	488732	Burkholderia diffusa
SRR28476459	neg	strict	NA	213	213	S	1207504	Burkholderia pseudomultivorans
SRR28476459	neg	strict	NA	199	199	S	488447	Burkholderia contaminans
SRR28476459	neg	strict	NA	83	83	S	1503054	Burkholderia stagnalis
SRR28476459	neg	strict	NA	82	82	S	179879	Burkholderia anthina
SRR28476459	neg	strict	NA	81	81	S	1503055	Burkholderia territorii
SRR28476459	neg	strict	NA	59	59	S	95485	Burkholderia stabilis
SRR28476459	neg	strict	NA	42	42	S	152500	Burkholderia dolosa
SRR28476459	neg	strict	NA	26	26	S	488446	Burkholderia latens
SRR28476459	neg	strict	NA	19	19	S	488729	Burkholderia metallica
SRR28476459	neg	strict	NA	3	3	S	488731	Burkholderia seminalis
SRR28476459	neg	strict	NA	2	2	S	488730	Burkholderia arboris
SRR28476460	neg	strict	NA	1521520	1519777	S	1747	Cutibacterium acnes
SRR28476460	neg	strict	NA	26069	26069	S	33011	Cutibacterium granulosum
SRR28476460	neg	strict	NA	1924	1924	S	2559073	Cutibacterium modestum
